restaurant_id,category,name,description,price
14,Kids,Kids Grilled Cheese,"230 Cal. Sliced American cheese grilled on White Whole Grain Bread. Allergens: Contains Wheat, Milk",5.49 USD
14,Kids,Kids Turkey Sandwich,"290 Cal. Oven-roasted turkey breast raised without antibiotics and American cheese on White Whole Grain Bread. Allergens: Contains Wheat, Milk",5.49 USD
14,Kids,Kids Roasted Turkey &amp; Avocado BLT,"470 Cal. Roasted turkey raised without antibiotics, Applewood-smoked bacon, emerald green, vine-ripened tomatoes, fresh avocado, mayo, salt, and pepper on Country Rustic Sourdough. Allergens: Contains Wheat, Egg",9.59 USD
14,Kids,Kids Grilled Mac &amp; Cheese Sandwich,"430 Cal. Creamy Mac &amp; Cheese with our fontina and mozzarella cheese blend and parmesan crisps on toasted thick-sliced Classic White Miche. Allergens: Contains Wheat, Milk, Egg",8.79 USD
14,Kids,Kids Toasted Steak &amp; White Cheddar,"470 Cal. Grass fed beef, aged white cheddar, pickled red onions and horseradish sauce on Artisan Ciabatta. Allergens: Contains Wheat, Milk, Egg",9.59 USD
14,Kids,Kids Tuna Salad Sandwich,"370 Cal. Special recipe tuna salad, emerald greens, vine-ripened tomatoes, red onions, salt and pepper on Black Pepper Foccacia. Allergens: Contains Wheat, Egg, Fish",7.19 USD
14,Kids,Kids Napa Almond Chicken Sandwich,"310 Cal. Chicken raised without antibiotics tossed with diced celery, seedless grapes, toasted almonds and special dressing, and served with emerald green lettuce, vine-ripened tomatoes, salt, and pepper on Country Rustic Sourdough. Allergens: Contains Wheat, Egg, Tree Nuts",7.19 USD
14,Kids,NEW Kids Citrus Asian Crunch Salad with Chicken,"320 Cal. Romaine and a blend of chopped broccoli, green cabbage, carrots, and kale tossed with edamame, pickled red onions, and fresh cilantro in tangerine soy ginger dressing and topped with warm seared chicken thigh meat, crispy carrots, and a teriyaki drizzle. Allergens: Contains Wheat, Soy",9.89 USD
14,Kids,Kids Chicken Caesar Salad,"220 Cal. Chicken raised without antibiotics, romaine, grated Parmesan and homemade black pepper focaccia croutons tossed with Caesar dressing. Allergens: Contains Wheat, Milk, Egg, Fish",8.79 USD
14,Kids,Kids Green Goddess Cobb Salad with Chicken,"250 Cal. Chicken raised without antibiotics, arugula, romaine, baby kale and red leaf blend, grape tomatoes and pickled red onions tossed in freshly made Green Goddess dressing and topped with fresh avocado, Applewood-smoked bacon and cage-free hard-boiled egg. Allergens: Contains Milk, Egg",9.89 USD
14,Kids,Kids Greek Salad,"200 Cal. Romaine, grape tomatoes, feta, red onions, kalamata olives, salt and pepper tossed in Greek dressing with a pepperoncini. Allergens: Contains Milk",6.79 USD
14,Kids,Kids Asian Sesame Chicken Salad,"200 Cal. Chicken raised without antibiotics, mixed greens, cilantro, toasted almonds, sesame seeds and wonton strips tossed in Asian sesame vinaigrette. Allergens: Contains Wheat, Tree Nuts. May contain Egg",8.79 USD
14,Kids,Kids Caesar Salad,"170 Cal. Romaine, grated Parmesan and homemade black pepper focaccia croutons tossed with Caesar dressing. Allergens: Contains Wheat, Milk, Egg, Fish",6.79 USD
14,Kids,Kids Fuji Apple Salad with Chicken,"280 Cal. Chicken raised without antibiotics, arugula, romaine, baby kale and red leaf blend, grape tomatoes, red onions, toasted pecan pieces, Gorgonzola and apple chips tossed in sweet white balsamic vinaigrette. Allergens: Contains Milk, Tree Nuts",8.79 USD
14,Kids,Kids Cheese Flatbread Pizza,"860 Cal. Fontina mozzarella cheese blend and tomato bell pepper sauce on our flatbread. Allergens: Contains Wheat, Milk",9.59 USD
14,Kids,Horizon Reduced Fat Organic White Milk,110 Cal. Organic White Milk. Allergens: Contains Milk,2.19 USD
14,Kids,Horizon Reduced Fat Organic Chocolate Milk,150 Cal. Organic Chocolate Milk. Allergens: Contains Milk,2.19 USD
14,Kids,Organic Apple Juice,110 Cal. Organic Apple Juice. Allergens: none,2.19 USD
14,Sides &amp; Spreads,French Baguette,180 Cal. Freshly baked bread with a slightly blistered crust and a wine-like aroma. Allergens: Contains Wheat,1.09 USD
14,Sides &amp; Spreads,Chips,150 Cal. Panera kettle-cooked potato chips. Allergens: none,1.09 USD
14,Sides &amp; Spreads,Apple,80 Cal. Fresh apple. Allergens: none,1.09 USD
14,Sides &amp; Spreads,Banana,90 Cal. Banana Allergens: none,1.09 USD
14,Sides &amp; Spreads,Hard Boiled Eggs - 2 Pack,150 Cal. Hard boiled eggs and emerald greens. Pack of 2. Allergens: Contains Egg,2.49 USD
14,Sides &amp; Spreads,Strawberry Squeezable Yogurt,50 Cal. Strawberry Squeezable Yogurt. Allergens: Contains Milk,1.49 USD
14,Sides &amp; Spreads,Mixed Berry Squeezable Yogurt,50 Cal. Mixed Berry Squeezable Yogurt. Allergens: Contains Milk,1.49 USD
15,Picked for you,Lamb Deluxe Biryani,"Boneless lamb chunks cooked in a special biryani masala curry, layered with imported long grain rice and steamed till cooked and smoked with coal
",23.53 USD
15,Picked for you,Death by Samosa,"Filo pastry turnovers, filled with a peas and potatoes stuffing sauteed with cumin, turmeric and chilies",8.35 USD
15,Picked for you,Crispy Onion Fritters,"Finely chopped onions with thick batter fried in oil and served in a plate.
",8.35 USD
15,Picked for you,Smoky Chicken Tikka,"Tender chicken chunks simmered in a thick, tangy tomato and onion masala gravy 
",20.87 USD
15,Picked for you,Chicken Deluxe Biryani,"Tender chicken morsels cooked in a special biryani masala curry, layered with imported long grain rice and steamed till cooked and smoked with coal
",22.26 USD
15,Appetizers ,Death by Samosa,"Filo pastry turnovers, filled with a peas and potatoes stuffing sauteed with cumin, turmeric and chilies",8.35 USD
15,Appetizers ,Crispy Onion Fritters,"Finely chopped onions with thick batter fried in oil and served in a plate.
",8.35 USD
15,Appetizers ,Tantalizing Tandoori Chicken,"Bone-in spring chicken seasoned in a yogurt tandoori marinade, skewered and grilled in a traditional coal oven",25.05 USD
15,Vegetarian Entrees,Curried Okra Masala,"Garden fresh okra wok tossed with onions, chilies and whole spice mix 
",18.09 USD
15,Vegetarian Entrees,Eggplant Mish Mashed,"Fire roasted and smoked eggplant mashed and tossed in spices
",18.09 USD
15,Vegetarian Entrees,Chickpea Curry,"Chickpeas, soaked overnight and simmered to perfection in a gently spiced onion &amp; tomato curry 
",18.09 USD
15,Vegetarian Entrees,Black Knight Lentils,"Mixed black lentils, lightly tempered and simmered on a low flame till soft and creamy 
",16.7 USD
15,Vegetarian Entrees,Cottage Cheese &amp; Spinach,"Fresh cubes of cottage cheese simmered in a thick, creamy spinach curry",20.87 USD
15,Vegetarian Entrees,Garnish Paneer Masala,"Fresh cottage cheese cubes simmered in a thick, tangy tomato and onion masala gravy 
",20.87 USD
15,Non-Vegetarian Entrees,Lavish Lamb Vindaloo,"Lamb pieces are marinated and cooked with spices and chilies giving an authentic goan style taste.
",22.26 USD
15,Non-Vegetarian Entrees,Smoky Chicken Tikka,"Tender chicken chunks simmered in a thick, tangy tomato and onion masala gravy 
",20.87 USD
15,Non-Vegetarian Entrees,Chicken &amp; Spinach,"Tender chicken chunks simmered in a thick, creamy spinach curry ",20.87 USD
15,Breads &amp; Rice,Vegetable Deluxe Biryani,"Seasonal veggies cooked in a special biryani masala curry, layered with imported long grain rice and steamed till cooked and smoked with coal
",20.87 USD
15,Breads &amp; Rice,Chicken Deluxe Biryani,"Tender chicken morsels cooked in a special biryani masala curry, layered with imported long grain rice and steamed till cooked and smoked with coal
",22.26 USD
15,Breads &amp; Rice,Lamb Deluxe Biryani,"Boneless lamb chunks cooked in a special biryani masala curry, layered with imported long grain rice and steamed till cooked and smoked with coal
",23.53 USD
15,Breads &amp; Rice,Butter Naan,"Fresh made leavened dough baked in a traditional coal oven and smothered with butter 
",5.57 USD
15,Breads &amp; Rice,Garlic Naan,"Fresh made leavened dough led with garlic and baked in a traditional coal oven
",5.57 USD
15,Breads &amp; Rice,Tandoori Roti,"Whole wheat roti, baked in a traditional coal oven 
",5.57 USD
15,Desserts &amp; Beverages,Classic Gulab Jamun ,"Village cheese dumplings deep fried and steeped in a cardamom infused sugar syrup 
",7.26 USD
15,Desserts &amp; Beverages,Yogurt Smoothie,"A thick smoothie made with fresh churned yogurt, flavored to your taste
",5.57 USD
15,Desserts &amp; Beverages,Mango Yogurt Smoothie,"A thick smoothie made with fresh yogurt and flavored with premium mango pulp
",5.57 USD
15,Desserts &amp; Beverages,Soda,"The real thirst quencher
",4.17 USD
16,Picked for you,Gooey Butter Cake Pint,"Cream cheese ice cream layered with crumbles of soft vanilla cake and swirls of made-from-scratch caramel-butterscotch sauce.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, egg",14.0 USD
16,Picked for you,Brambleberry Crisp Pint,"Oven-toasted oat streusel and a sweet-tart “brambleberry” jam of blackberries and blackcurrants layered throughout vanilla ice cream.

(Pints may come hand-packed if pre-packed pints are sold out.)

Contains: milk, wheat",14.0 USD
16,Picked for you,Brown Butter Almond Brittle Pint,"Brown-butter-almond candy crushed into buttercream ice cream.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, tree nut (almonds)",14.0 USD
16,Picked for you,Milkiest Chocolate Pint,"An ultra-lush milky chocolate, like a fine Swiss bar. Evaporated milk imparts concentrated milkiness and delightful chewiness.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Picked for you,Salted Peanut Butter with Chocolate Flecks Pint,"Salted and roasted ground peanuts with grass-grazed milk and crunchy, dark chocolate flecks.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, soy, peanut",14.0 USD
16,Pints,Blackout Chocolate Cake Pint,"A chocolate ice cream quadruple threat with cake, extra-bitter fudge, and chocolate pieces.

(Pints may come hand-packed if pre-packed pints are sold out.)

Contains: milk, soy, wheat",14.0 USD
16,Pints,Brambleberry Crisp Pint,"Oven-toasted oat streusel and a sweet-tart “brambleberry” jam of blackberries and blackcurrants layered throughout vanilla ice cream.

(Pints may come hand-packed if pre-packed pints are sold out.)

Contains: milk, wheat",14.0 USD
16,Pints,Brown Butter Almond Brittle Pint,"Brown-butter-almond candy crushed into buttercream ice cream.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, tree nut (almonds)",14.0 USD
16,Pints,Buttercream Birthday Cake Pint,"Buttercream frosting, golden cake, and a rainbow of sprinkles. What every birthday cake should taste like.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, egg",14.0 USD
16,Pints,Caramel Pecan Sticky Buns Pint,"Rich coconut cream loaded with sticky bun pieces, dark caramel, and roasted pecans. 

(Pints may come hand-packed if pre-packed pints are sold out.)

Vegan
Contains: tree nut (pecans, coconut), peanut, wheat",14.0 USD
16,Pints,Coffee With Cream &amp; Sugar Pint,"Intelligentsia coffee steeped in cream. The sweet, complex flavor and robust aroma of freshly brewed coffee shines through.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Cold Brew With Coconut Cream Pint,"Light and bright Slingshot Coffee cold brew sorbet twisted with lush coconut cream.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Vegan
Contains: tree nut (coconut)",14.0 USD
16,Pints,Darkest Chocolate Pint,"Mouth-filling and palate-gripping with a pleasingly dry finish. The most amount of Fair Trade cocoa and the least amount of anything else.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Frosé Sorbet Pint,"Sangria-style frozen rosé with pear, strawberry, and watermelon. Refreshing and bright with a tinge of tartness.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Vegan",14.0 USD
16,Pints,Gooey Butter Cake Pint,"Cream cheese ice cream layered with crumbles of soft vanilla cake and swirls of made-from-scratch caramel-butterscotch sauce.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, egg",14.0 USD
16,Pints,Honey Vanilla Bean Pint,"A vanilla to end all vanillas. Made with Fair Trade vanilla beans that are warm and complex in flavor and a perfect partner for a touch of honey and grass-grazed milk.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Lemon &amp; Blueberries Parfait Buttermilk Frozen Yogurt Pint,"Tart and uber creamy lemon with from-scratch blueberry jam in fresh cultured buttermilk and cream.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Milkiest Chocolate Pint,"An ultra-lush milky chocolate, like a fine Swiss bar. Evaporated milk imparts concentrated milkiness and delightful chewiness.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Powdered Jelly Donut Pint,"Vanilla custard, raspberry jam, and a brown sugar donut crumble.

(Pints may come hand-packed if pre-packed pints are sold out.)

Contains: milk, egg, wheat ",14.0 USD
16,Pints,Rainbow BFY Pint,"A smashing combination of tastes and aromas: passion fruit, raspberry, and key lime
yogurts. Tropical, tart, and uber creamy.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Salted Peanut Butter with Chocolate Flecks Pint,"Salted and roasted ground peanuts with grass-grazed milk and crunchy, dark chocolate flecks.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, soy, peanut",14.0 USD
16,Pints,Salty Caramel Pint,"Fire-toasted sugar with sea salt, vanilla, and grass-grazed milk. A perfect balance of salty and sweet.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Savannah Buttermint Pint,"A buttery after dinner mint ice cream with white chocolate flecks.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk, soy",14.0 USD
16,Pints,Strawberry Buttermilk Pint,"Grown-for-us Ohio strawberries blended with cream and cultured buttermilk for subtle tartness.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,Pints,Sweet Cream Biscuits &amp; Peach Jam Pint,"Buttermilk ice cream, crumbled biscuits, and swirls of peach jam.

(Pints may come hand-packed if pre-packed pints are sold out.)

Contains: milk, wheat",14.0 USD
16,Pints,Texas Sheet Cake Pint,"Decadent chocolate cake crumbles, bittersweet fudge, and palate-gripping cocoa. Big, bold, beautiful.

(Pints may come hand-packed if pre-packed pints are sold out.)

Vegan
Contains: wheat, tree nut (coconut)",14.0 USD
16,Pints,Wildberry Lavender Pint,"Intensely fruity with the brambly berry flavor of pulverized blackcurrants. Scented with sweet orange and lavender essential oils.

(Pints may come hand-packed if pre-packed pints are sold out.)

Gluten-Free
Contains: milk",14.0 USD
16,"Cones, Sprinkles &amp; Sauces",Buttercrisp Waffle Cones,"Jeni’s unique recipe! Buttery and nutty with a hint of salt— the perfect flavor pairing for all of our ice creams. (Comes in a set of 5.)

Contains: milk, soy, egg, wheat",11.7 USD
16,"Cones, Sprinkles &amp; Sauces",Buttercrisp Waffle Wedges,"Jeni’s unique recipe! Buttery and nutty with a hint of salt— the perfect flavor pairing for all of our ice creams. (Comes in a set of  8.)

Contains: milk, soy, egg, wheat",2.35 USD
16,"Cones, Sprinkles &amp; Sauces",Cake Cones,"Classic, slightly salty cake cones. Made on vintage cast-iron equipment by our friends at Jagger Cone. 

Includes 12 cones carefully packaged in our shops. Please note, cones could chip and crumble a bit during delivery transport.


Vegan
Contains: soy, wheat",5.85 USD
16,"Cones, Sprinkles &amp; Sauces",Sugar Cones,"Flaky cones with great caramelized flavor. Made on vintage cast-iron equipment by our friends at Jagger Cone. 

Includes 12 cones carefully packaged in our shops. Please note, cones could chip and crumble a bit during delivery transport. 

Vegan
Contains: soy, wheat",5.85 USD
17,Combos,Fish &amp; Wings (6 pcs),"2pc fish, fries, and drink.",13.99 USD
17,Combos,Shrimp &amp; Wings (6 pcs),"Bpc fried shrimp, 6 wings, fries, and drink.",13.99 USD
17,Combos,Shrimp (10 pcs),"10 pieces fried shrimp, fries, and drink.",11.99 USD
17,Combos,Burger &amp; Wings (6 pcs),"Served with 6 wings, fries, and drink.",10.99 USD
17,Combos,Philly &amp; Wings (6 pcs),"Philly steak sandwich, bpc wings, fries, and drink.",12.99 USD
17,Combos,Fish &amp; Shrimp,"2 pieces fish plus shrimp, fries, and drink.",13.99 USD
17,Sides,Fries,,2.49 USD
17,Sides,Okra,,2.99 USD
17,Sides,Onion Rings,,2.99 USD
17,Sides,Fries with Cheese,,3.99 USD
17,Sides,Fries with Ranch,,3.99 USD
17,Sides,Fries with Cheese and Ranch,,3.99 USD
17,Fish,Tilapia,Two pieces with one side.,9.99 USD
17,Fish,Catfish,Two pieces with one side.,9.99 USD
17,Fish,Whiting,Two pieces with one side.,9.99 USD
17,Salads,Chef Salad,,9.99 USD
17,Salads,Grilled Chicken Salad,,10.99 USD
17,Salads,Side Salad,,3.99 USD
17,Kid's Meal,Wings (4 pcs),,4.99 USD
17,Kid's Meal,Tender (1 pc),,4.5 USD
17,Extras,Slice of Bread,,0.5 USD
17,Extras,Drink,,2.49 USD
18,New! Crustless Pizzas - Keto Friendly (Baking Required),Chicken Bacon Artichoke - Keto Friendly (Baking Required),"Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Marinated Artichoke Hearts, Fresh Spinach, Aged Parmesan and Zesty Herbs without the Crust. This recipe is Keto-friendly, but still fully customizable. Macros for this entire tray with the default build are Fats: 89g, Proteins: 91g, Carbs: 21g",10.99 USD
18,New! Crustless Pizzas - Keto Friendly (Baking Required),Cowboy - Keto Friendly (Baking Required),"Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms, Black Olives, Cheddar, and Herb &amp; Cheese Blend without the Crust. 

To make this Keto-friendly, simply change the Traditional Red Sauce to Creamy Garlic Sauce or Olive Oil &amp; Garlic Sauce. Macros for this entire tray with the default build are Fats: 100g, Proteins: 75g, Carbs: 28g",10.99 USD
18,New! Crustless Pizzas - Keto Friendly (Baking Required),Create Your Own Crustless - Keto Friendly (Baking Required),"Choose your sauce (or no sauce at all!) and add up to 5 toppings for best results.  Toppings that are Keto-friendly are marked with ""KF"".",9.0 USD
18,New! Crustless Pizzas - Keto Friendly (Baking Required),Gourmet Vegetarian - Keto Friendly (Baking Required),"Creamy Garlic Sauce, Whole-Milk Mozzarella, Fresh Spinach, Sliced Zucchini, Sliced Mushrooms, Marinated Artichoke Hearts, Roma Tomatoes, Mixed Onions, Cheddar, and Herb &amp; Cheese Blend. This recipe is Keto-friendly, but still fully customizable. Macros for this entire tray with the default build are Fats: 79g, Proteins: 57g, Carbs: 23g",10.99 USD
18,New! Crustless Pizzas - Keto Friendly (Baking Required),Papa's All Meat - Keto Friendly (Baking Required),"Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Salami, Premium Pepperoni, Italian Sausage and Ground Beef, and Cheddar. 

To make this Keto-friendly, simply change the Traditional Red Sauce to Creamy Garlic Sauce or Olive Oil &amp; Garlic Sauce. Macros for this entire tray with the default build are Fats: 108g, Proteins: 88g, Carbs: 25g",10.99 USD
18,New! Crustless Pizzas - Keto Friendly (Baking Required),Papa's Favorite - Keto Friendly (Baking Required),"Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Ground Beef, Sliced Mushrooms, Mixed Onions, Green Peppers, Black Olives, and Cheddar. To make this Keto-friendly, simply change the Traditional Red Sauce to Creamy Garlic Sauce or Olive Oil &amp; Garlic Sauce. Macros for this entire tray with the default build are Fats: 104g, Proteins: 77g, Carbs: 33g",10.99 USD
18,Signature Pizza (Baking Required),Cowboy (Baking Required),"Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms, Black Olives, Cheddar, and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",12.99 USD
18,Signature Pizza (Baking Required),Papa's Favorite® (Baking Required),"Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Ground Beef, Sliced Mushrooms, Mixed Onions, Green Peppers, Black Olives, and Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",12.99 USD
18,Signature Pizza (Baking Required),Murphy's Combo (Baking Required),"Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Salami, Premium Pepperoni, Italian Sausage, Sliced Mushrooms, Mixed Onions and Black Olives, and Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",12.99 USD
18,Signature Pizza (Baking Required),Chicken Garlic (Baking Required),"Our Original Crust topped with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Roma Tomatoes, Green Onions, Cheddar, and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",12.99 USD
18,Signature Pizza (Baking Required),Papa's All Meat (Baking Required),"Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Salami, Premium Pepperoni, Italian Sausage and Ground Beef, and Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",12.99 USD
18,Signature Pizza (Baking Required),Rancher,"Our Original Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Premium Pepperoni, Ground Beef, Mixed Onions, and Cheddar.",12.99 USD
18,Gourmet Delite Pizza (Baking Required),Chicken Bacon Artichoke (Baking Required),"Our Artisan Thin Crust, topped with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Marinated Artichoke Hearts, Fresh Spinach, Aged Parmesan and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",11.99 USD
18,Gourmet Delite Pizza (Baking Required),Herb Chicken Mediterranean (Baking Required),"Our Artisan Thin Crust, topped with Olive Oil, Chopped Garlic, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Fresh Spinach, Sun-dried Tomatoes, Crumbled Feta and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",11.99 USD
18,Gourmet Delite Pizza (Baking Required),Gourmet Vegetarian (Baking Required),"Our Artisan Thin Crust, topped with Creamy Garlic Sauce, Whole-Milk Mozzarella, Fresh Spinach, Sliced Zucchini, Sliced Mushrooms, Marinated Artichoke Hearts, Roma Tomatoes, Mixed Onions, Cheddar, and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",11.99 USD
18,Gourmet Delite Pizza (Baking Required),Thai Chicken(Baking Required),"Our Artisan Thin Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Fresh Spinach, Black Olives, Roma Tomatoes, Feta Cheese, and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",11.99 USD
18,Gourmet Delite Pizza (Baking Required),Tuscan Chicken and Sausage ( Baking Required),"Our Artisan Thin Crust topped with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Fresh Spinach, Black Olives, Roma Tomatoes, Feta Cheese, and Zesty Herbs. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",11.99 USD
18,Stuffed Pizza (Baking Required),5-Meat Stuffed (Baking Required) Family,"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Premium Pepperoni, Italian Sausage, Crispy Bacon and topped with Traditional Red Sauce, Ground Beef, Mozzarella and Mild Cheddar.",16.99 USD
18,Stuffed Pizza (Baking Required),5-Meat Stuffed (Baking Required) Large,"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Canadian Bacon, Premium Pepperoni, Italian Sausage, Crispy Bacon and topped with Traditional Red Sauce, Ground Beef, Mozzarella and Mild Cheddar.",14.99 USD
18,Stuffed Pizza (Baking Required),Chicago-Styled Stuffed (Baking Required) Family,"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Salami, Premium Pepperoni, Italian Sausage, Ground Beef, Mixed Onions and topped with Traditional Red Sauce, Green Onions, Roma Tomatoes, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",16.99 USD
18,Stuffed Pizza (Baking Required),Chicago-Styled Stuffed (Baking Required) Large,"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Salami, Premium Pepperoni, Italian Sausage, Ground Beef, Mixed Onions and topped with Traditional Red Sauce, Green Onions, Roma Tomatoes, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",14.99 USD
18,Stuffed Pizza (Baking Required),Big Murphy's Stuffed (Baking Required) Large,"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms and Black Olives topped with Traditional Red Sauce, Green Peppers, Roma Tomatoes, Mild Cheddar and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",14.99 USD
18,Stuffed Pizza (Baking Required),Big Murphy's Stuffed (Baking Required) Family,"Two layers of our Original Crust stuffed with Traditional Red Sauce, Whole-Milk Mozzarella, Premium Pepperoni, Italian Sausage, Sliced Mushrooms and Black Olives topped with Traditional Red Sauce, Green Peppers, Roma Tomatoes, Mild Cheddar and Herb &amp; Cheese Blend. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",16.99 USD
18,Stuffed Pizza (Baking Required),Chicken Bacon Stuffed (Baking Required) Large,"Two layers of our Original Crust stuffed with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Roma Tomatoes, Mixed Onions and topped with Creamy Garlic Sauce, Roma Tomatoes, Crispy Bacon, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",14.99 USD
18,Stuffed Pizza (Baking Required),Chicken Bacon Stuffed (Baking Required) Family,"Two layers of our Original Crust stuffed with Creamy Garlic Sauce, Whole-Milk Mozzarella, Grilled Chicken Raised Without Antibiotics, Crispy Bacon, Roma Tomatoes, Mixed Onions and topped with Creamy Garlic Sauce, Roma Tomatoes, Crispy Bacon, Mozzarella and Mild Cheddar. OUR PIZZA. YOUR OVEN. NOT AS CRAZY AS IT SOUNDS.",16.99 USD
18,"Starters, Sides, Desserts and Beverages",Scratch-Made 5-Cheese Bread (Baking Required),"Fresh dough topped with our Herb Garlic Spread, ¼ pound of Whole-Milk Mozzarella, Herb &amp; Cheese Blend, and Mild Cheddar Cheese served with a side of Marinara.",5.0 USD
18,"Starters, Sides, Desserts and Beverages",Chocolate Chip Cookie Dough (Baking Required),Fresh-made in house with Semi-Sweet Chocolate Chips.,5.0 USD
18,"Starters, Sides, Desserts and Beverages",Cinnamon Wheel (Baking Required),"Our Original Crust topped with Cinnamon Spread, Oatmeal Crisp Topping, served with Cream Cheese Frosting.",5.0 USD
18,"Starters, Sides, Desserts and Beverages",S’mores Bars,"Chocolate chip cookie dough topped with marshmallows, crisp topping, and even more chocolate chips.",6.0 USD
18,"Starters, Sides, Desserts and Beverages",Soft Drink (2-Liter Pepsi Product),,2.49 USD
18,"Starters, Sides, Desserts and Beverages",Garden Salad,"Romaine lettuce topped with green peppers, Roma tomatoes, black olives, whole milk mozzarella, and mild cheddar cheeses.",5.99 USD
